id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
9738,100.0,8.505991999999999,10.0,4.8,20.2988926326,10.565180000000002,2.7060000000000004,1.6780000000000002,0.892,0.4991960000000001,0.75893
149,110.0,23.0,50.33333333333334,4.666666666666667,121.02273333333332,8.604266666666666,2.073333333333333,2.0966666666666662,1.366666666666667,0.42632,7.715
1883,46.0,14.485992,18.0,4.6,39.568056,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.47888,1.46035
6438,96.0,15.593,48.0,4.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,1.36305
4734,96.0,8.531328,12.0,5.0,24.98813313725,11.026725,2.79,1.6725,0.8525,0.48659875,1.85225
7592,50.0,3.443996,10.0,4.8,20.0468,11.33044,2.7060000000000004,1.6980000000000002,0.892,0.498454,0.73671
9818,100.0,8.147992,10.0,4.8,20.322035645125,11.38168,2.721,1.6880000000000002,0.8480000000000001,0.4927189999999999,0.73803
8432,90.0,11.463996000000002,6.0,5.6,12.0096,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,2.40189
2498,82.0,13.551332,41.0,4.0,121.02273333333332,9.081566666666667,2.043333333333333,1.8833333333333333,1.29,0.437,6.77567
8483,419.0,34.092963,10.121951219512193,4.8048780487804885,20.53109824682927,10.858131707317073,2.749565217391305,1.7304878048780488,0.8341463414634147,0.4945270731707317,0.81244
4511,76.0,15.751995999999998,15.6,4.4,31.574635600000004,11.14446,2.53,1.825,0.8800000000000001,0.4862359999999999,2.0416
801,108.0,7.134331999999999,12.2,4.8,24.808518,11.33044,2.7060000000000004,1.6780000000000002,0.936,0.498666,1.47705
5269,72.0,3.443996,8.8,4.0,16.862137999999998,11.70255,2.8280000000000003,1.5712000000000002,0.836,0.687868,0.5639
10328,128.0,16.864992,12.0,4.8,26.2038268,10.565180000000002,2.805,1.656,0.8640000000000001,0.4907199999999999,1.24267
9556,284.0,45.705971,41.0,5.6,93.78445,9.65936,2.352,1.9072,1.1840000000000002,0.467568,5.10922
742,30.0,2.70174775,7.4,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.68199
6725,30.0,1.55316,10.0,4.666666666666667,20.02735333333333,11.408266666666668,2.6366666666666663,1.7250000000000003,0.9166666666666666,0.4796891666666667,0.70941
6653,196.0,11.463996000000002,16.5,4.5,35.468537,10.89726,2.875,1.875,1.1,0.48665875,3.865
1250,220.0,39.964992,28.0,4.666666666666667,66.44510444444444,11.371833333333337,2.751111111111112,1.7755555555555556,0.9822222222222222,0.4689922222222223,4.44055
3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57888
6311,50.0,3.253996,10.0,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.70884
5972,365.0,36.096299,10.75,4.0,22.212725,10.988671875,2.7425,1.7775,0.928125,0.4756775,0.65306
7745,46.0,9.133,49.0,4.0,117.386335,9.8771,2.295,1.904,1.2,0.49901,10.6
3745,138.0,10.561656,10.615384615384617,4.9230769230769225,21.4095445,11.055876923076925,2.7423076923076923,1.7730769230769232,0.9723076923076924,0.4971815384615385,0.8059
3422,100.0,7.957992,10.0,4.4,20.3920334,11.50615,2.684,1.732,0.92,0.4930319999999999,0.91318
4708,108.0,7.736488,8.888888888888891,4.0,16.332807916666667,12.1220090909092,2.68,1.592,0.7880000000000001,0.6324702272727273,0.6267
799,33.0,7.441332000000001,16.5,4.0,35.468537,10.52605,2.495,1.785,0.965,0.4775399999999999,2.96536
7964,593.0,40.01593549999998,10.0,5.428571428571429,20.016938646214285,12.055304761904766,2.806666666666666,1.7085714285714286,0.8266666666666668,0.5100116666666666,0.65297
5018,100.0,10.803992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,1.51092
3573,30.0,2.3326640000000003,10.0,5.333333333333333,20.02735333333333,11.795966666666668,2.9266666666666663,1.7133333333333336,0.8066666666666666,0.4995066666666667,0.49925
9145,128.0,11.351332,12.84375,4.8,24.876079375,10.994740625,2.53,1.7578125,0.946,0.49282,0.82082
1210,87.0,20.362,31.0,4.0,69.51219666666667,9.072366666666667,1.9766666666666663,1.89,1.19,0.4526666666666667,6.77567
7398,124.0,19.334,20.666666666666668,4.666666666666667,46.44374833333333,11.143366666666669,2.9266666666666663,1.7166666666666668,0.92,0.4833476666666667,2.53872
3053,192.0,37.0104575,27.5,4.5,64.9132175,11.509916,2.81,1.8200000000000005,1.11,0.477854,5.10922
1360,605.2,105.514,42.8,5.6,102.82756,7.83425,2.755,2.04,1.1949999999999998,0.466938,4.19744
8902,126.0,10.584328,11.6,4.833333333333333,22.977674666666665,11.824266666666665,2.5660000000000003,1.656,0.9229999999999998,0.47907,0.57713
5703,116.0,8.885992,16.5,4.8,35.468537,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,3.08833
1188,522.0,36.025984,10.5,4.8,22.111243,11.431540000000002,2.8240000000000003,1.7420000000000002,0.8399999999999999,0.485951,1.8013
8431,36.0,3.55,18.0,4.0,36.0685,8.2366,1.96,2.055,1.39,0.499,1.182
4932,117.0,14.7341515,11.6,4.363636363636363,23.26685811363636,11.023840000000002,2.6954545454545453,1.6980000000000002,0.8729545454545455,0.4964934090909091,1.7362
586,46.0,9.773996,23.0,4.0,50.1811,11.38168,2.81,1.7400000000000002,0.86,0.487854,4.52989
1731,58.0,7.558488000000001,6.0,3.2,12.0096,12.59399,2.53,1.4580000000000002,0.62,0.6497568000000001,0.65552
1669,156.0,25.573324,13.0,4.166666666666667,27.12564571333333,10.776008333333332,2.619166666666666,1.775,1.0166666666666668,0.4878133333333334,1.3124
8107,136.0,11.206324,11.25,4.583333333333333,22.757818791666665,10.459208333333336,2.6366666666666663,1.731666666666667,0.9733333333333332,0.4953025,0.65306
5399,92.0,11.35599,13.0,4.666666666666667,27.44881366633333,11.667433333333332,2.7740000000000005,1.7466666666666668,0.882,0.4997266666666667,0.75585
3937,108.0,11.206324,10.6,4.8,21.593638,11.17714,2.675,1.736,0.946,0.4957955,1.05605
1634,92.0,8.505996,12.8,4.8,24.808518,11.17714,2.684,1.7,0.86,0.4927359999999999,1.36058
10362,46.0,9.133,23.0,4.0,48.7195,9.706,2.67,1.9,1.14,0.47888,6.945
8798,92.0,10.962995000000005,14.4,4.4,30.341818,10.9485,2.8280000000000003,1.6880000000000002,0.8800000000000001,0.489486,1.83476
23,58.0,11.463996000000002,19.0,4.0,39.568056,9.8771,2.455,1.88,1.14,0.476095,1.89676
4800,43.0,10.507072,49.0,5.0,119.6295,9.08885,2.285,1.908,1.285,0.448895,5.2757
4848,104.0,8.109328,8.833333333333336,4.666666666666667,16.120079066666666,11.373216666666664,2.8349999999999995,1.7266666666666668,0.89,0.5430390476190476,0.38903
789,280.0,24.150564000000003,12.666666666666664,4.666666666666667,25.810252958458328,11.128333333333332,2.58625,1.7633333333333334,0.9733333333333332,0.4878333333333333,1.0047
2614,228.0,24.574384,27.6,5.0,65.56541800000001,11.909720000000002,2.884,1.662,0.782,0.474714,3.26959
4885,128.0,13.747992000000002,12.0,4.8,24.085483,12.20004,2.81,1.7100000000000002,0.91,0.4927989999999999,1.03248
6025,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.736,0.8525,0.49463625,0.8117
3973,76.0,15.751995999999998,15.2,4.4,31.937418,11.28095,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,1.00843
8100,198.0,13.9558185,10.0,4.16,20.0468,12.046624,2.8280000000000003,1.5460000000000005,0.728,0.6164428000000001,0.72824
5386,64.0,10.065992,14.0,5.0,32.059,10.99836,2.9599999999999995,1.7,0.85,0.49897,1.6865
10400,46.0,9.44,23.0,4.0,48.7195,9.8771,2.115,1.905,1.11,0.47888,4.74
4562,126.0,19.334,12.8,4.8,24.808518,11.23408,2.901666666666667,1.767,1.12,0.49512,1.3008
2724,114.0,13.747992000000002,28.5,4.5,68.16233625,11.82448,2.684,1.7380000000000002,0.914,0.46617125,4.28689
9694,100.0,10.207996,10.0,4.8,20.016938,11.777640000000002,2.708,1.648,0.8800000000000001,0.498454,1.74944
9107,100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.88799
5216,80.0,7.734660000000001,10.0,5.0,20.255278375,11.909720000000002,2.79,1.6725,0.8525,0.4931925,0.8148
8288,58.0,11.874,20.5,4.666666666666667,41.07402,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,3.958
605,114.0,17.623983999999997,22.8,5.6,49.204038,10.13144,2.352,1.8590000000000004,1.104,0.475566,4.8568
7216,72.0,5.203996,9.2,4.8,18.5863611398,11.79886,2.766,1.656,0.8480000000000001,0.499514,0.61167
9935,64.0,7.7361595,10.0,4.8,20.2988926326,11.64556,2.81,1.745,0.91,0.4927189999999999,0.73067
993,50.0,4.073996,10.0,4.8,22.098258,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.83076
2098,127.0,20.855328,31.1,4.8,70.83746666666666,9.159866666666668,1.95,1.907,1.2333333333333334,0.4463566666666667,6.44467
3154,46.0,9.133,13.6,4.0,29.525338,10.0743,2.675,1.745,0.905,0.49282,1.46035
4706,38.0,6.674328,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,1.7166666666666668,0.92,0.4865066666666666,1.11239
5728,100.0,9.577996,10.8,4.8,20.2988926326,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,1.0066
5459,74.0,14.883996000000002,14.5,4.8,32.059,11.023840000000002,2.8280000000000003,1.632,0.936,0.49282,1.36305
6978,42.0,7.876747749999999,6.0,3.75,12.0096,12.18425,2.7275,1.545,0.71,0.61443,0.11391
4368,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.475954,3.1504
4533,90.0,8.07666,18.0,4.0,43.498522,12.18425,2.68625,1.366875,0.575625,0.713936875,2.01939
7737,80.0,5.505328,13.333333333333336,4.666666666666667,27.44881366633333,11.533816666666668,2.7533333333333334,1.625,0.8666666666666666,0.4830383333333333,1.3513
10128,93.0,20.29466,31.0,4.0,69.59212799999999,9.152733333333334,1.9,1.955,1.1933333333333334,0.448895,6.675
2648,196.0,30.92,24.0,4.0,53.4902975,11.2603,2.115,1.905,0.905,0.47888,3.72067
6955,72.0,9.133,12.2,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,1.42326
8637,72.0,11.35441075,12.0,5.0,24.556188775,10.999625,2.7635,1.6780000000000002,0.8925,0.485063,1.12928
1795,112.0,12.417996,15.2,4.4,30.341818,11.11696,2.8280000000000003,1.7420000000000002,0.928,0.48502,2.1154
7975,46.0,8.5225,20.5,4.0,47.69701000000001,10.347,2.53,1.855,1.11,0.479965,1.85225
1595,68.0,3.947328,9.714285714285714,4.571428571428571,19.436531714,10.967771428571426,2.5960714285714284,1.6128571428571428,0.8157142857142858,0.4867914285714286,0.81739
5170,92.0,7.900992,9.2,4.4,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.75796
8545,278.0,8.505991999999999,13.8,4.8,29.680678624999995,10.9485,2.684,1.682,0.8959999999999999,0.4867914,1.11239
1253,6.0,1.7428315,6.0,3.5,12.0096,12.30176,2.67,1.5475,0.7225,0.49954,1.96919
6847,86.0,9.346328,14.333333333333336,5.333333333333333,30.61252,11.75455,2.8816666666666664,1.7283333333333335,0.9166666666666666,0.4887899999999999,1.74944
6532,72.0,5.230979499999999,16.0,4.0,34.72421799999999,10.2719,2.545,1.765,0.94,0.4927189999999999,1.4092
1747,242.0,17.053984,9.0,4.5,19.14036490625,10.629,2.705,1.6725,0.84375,0.49425875,0.8159
2199,112.0,8.841328,18.0,4.666666666666667,41.99652,11.749633333333335,2.89,1.7166666666666668,0.9016666666666668,0.4830516666666667,1.36058
5033,126.0,26.090000000000003,30.75,5.75,68.56273,9.0872,2.115,1.905,1.36,0.477854,3.18933
6126,64.0,9.133,12.0,4.0,24.808518,10.36,2.58,1.8,1.04,0.49897,0.86614
3002,128.0,20.415992000000006,23.8,3.8,49.204038,10.999625,2.3080000000000003,1.796,1.028,0.4912240000000001,2.2928
7517,138.0,16.676996,27.6,5.2,65.56541800000001,11.23408,2.826,1.7380000000000002,0.914,0.4673040000000001,2.2928
9332,60.0,6.508664,10.0,4.666666666666667,20.325236749666672,11.6284,2.793333333333333,1.6966666666666663,0.8566666666666668,0.4916733333333334,1.02525
3473,41.0,7.441332000000001,13.666666666666664,4.666666666666667,27.95135333333333,11.749633333333335,2.855,1.825,0.8966666666666668,0.4850333333333334,1.70155
1662,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.80362
5583,141.0,15.751995999999998,31.33333333333333,4.666666666666667,76.65862666666666,9.8771,2.295,1.905,1.12,0.47888,5.0988
267,74.0,4.663996,7.4,4.2,14.610803,12.39211,2.77,1.5509999999999995,0.708,0.5982450000000001,0.6698
6109,156.0,25.021992,17.333333333333332,5.0,39.568056,11.458755555555555,2.884,1.724444444444445,0.9111111111111108,0.4831422222222222,2.78022
9921,108.0,11.874,36.66666666666666,4.0,82.59846666666667,8.604266666666666,1.9766666666666663,1.906666666666667,1.16,0.4705633333333334,1.43926
4768,30.0,2.70174775,8.4,4.0,16.332807916666667,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.35134
1775,188.0,8.862328,31.33333333333333,5.333333333333333,75.83935333333334,11.625516666666668,2.8766666666666665,1.7183333333333335,0.9183333333333332,0.4663883333333334,1.70601
6418,146.0,27.24,48.66666666666666,2.6666666666666665,114.44546666666668,8.054,1.66666666666668,2.0933333333333333,1.3633333333333333,0.42632,0.45291
3934,42.0,4.907327,16.8,4.8,34.72421799999999,10.98774,2.518,1.682,1.028,0.491714,0.33885
738,198.0,9.773996,9.5,4.4,19.14036490625,12.22274,2.7883333333333336,1.6310000000000002,0.914,0.486658,0.97761
9573,72.0,10.803992,18.0,4.0,41.99652,11.2603,2.375,1.625,0.945,0.477015,2.16955
965,100.0,5.401996,10.0,4.8,20.077018,10.59066,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.91318
252,90.0,18.20589925,18.0,5.0,37.27215,11.79886,2.826,1.54375,0.8640000000000001,0.449615,2.54439
8176,126.0,20.362,31.0,5.333333333333333,69.59212799999999,9.0872,2.986666666666667,1.99,1.15,0.47857,3.52219
6459,90.0,11.463996000000002,18.0,5.0,39.568056,10.89726,2.8280000000000003,1.6725,0.92725,0.489272,2.22761
50,100.0,7.558488000000001,8.0,5.0,16.583821666666665,12.415846666666669,2.77,1.4508333333333334,0.71,0.6184925,0.65972
8412,226.0,27.24,11.6,4.8,24.50301875,11.023840000000002,2.644,1.794,0.96,0.4907199999999999,1.50857
7757,58.0,4.243996,9.2,4.8,18.439538,12.0034,2.752,1.662,0.866,0.498454,0.79244
4112,114.0,20.29466,14.25,4.5,29.94401875,11.340425,2.8,1.77,0.945,0.4863375,2.53985
872,144.0,24.409986,48.5,3.5,114.97573,9.01375,2.24,1.9425,1.2,0.4628675,2.42074
1885,156.0,25.021992,12.444444444444445,4.4444444444444455,25.756242222222227,11.458755555555555,2.8522222222222213,1.724444444444445,0.9111111111111108,0.4831422222222222,1.61291
5250,106.0,16.676996,10.7,4.7,21.9893120372,11.0881,2.502,1.6980000000000002,0.946,0.498454,0.82121
6386,80.0,8.07666,14.0,5.0,29.94401875,12.2092875,2.8,1.72375,0.895,0.4863375,1.12928
2012,58.0,7.767992,7.4,4.3,14.9817948,11.79886,2.7425,1.62625,0.768,0.611805,1.04896
9798,116.0,8.97674775,10.5,4.8,21.0615472413,11.43734,2.7270000000000003,1.7574999999999998,0.974,0.485951,0.89483
1880,36.0,3.55,18.0,4.0,36.0685,8.2366,1.79,2.055,1.39,0.499,0.45758
9794,76.0,14.485992,15.2,5.6,31.937418,11.43734,2.752,1.9072,0.928,0.478464,2.45933
248,72.0,8.147992,12.0,4.8,24.808518,11.17714,2.644,1.736,0.944,0.4946015000000001,0.70329
5616,82.0,10.507072,41.0,4.0,93.8846,10.0743,2.295,1.825,1.12,0.4697149999999999,1.56776
7363,46.0,4.663996,14.6,4.8,30.341818,11.509916,2.7060000000000004,1.6780000000000002,0.918,0.486658,1.49127
6289,108.0,4.831992,10.6,4.8,20.833018,11.33182,2.6870000000000003,1.767,0.91,0.498984,0.82753
7191,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.47413
554,38.0,3.947328,19.0,4.0,40.689515,9.251425,2.545,1.765,0.92,0.48273,1.50921
971,63.0,4.243996,12.6,4.8,26.1647257,11.288,2.752,1.754,0.914,0.485951,0.57713
5981,163.0,11.874,27.16666666666667,5.0,68.56273,9.0872,2.22,1.9433333333333327,1.1933333333333334,0.4704,3.958
2691,36.0,3.55,18.0,4.0,36.0685,8.2366,1.79,2.055,1.39,0.499,1.37405
3350,45.0,8.962995000000003,15.0,4.0,32.059,10.629,2.455,1.8,1.04,0.49897,1.2568
3418,144.0,27.10599,48.5,3.5,118.019,11.70255,2.53,1.93,1.15,0.4391649999999999,6.2105
6768,80.0,3.253996,10.0,4.8,20.213348778,10.75912,2.708,1.648,0.8800000000000001,0.498666,0.8148
7342,144.0,9.43,14.4,4.8,31.204917046,11.82448,2.752,1.754,0.944,0.491604,0.86614
6086,242.0,17.2474855,5.75,3.6875,11.729290775,12.18425,2.6703125,1.5190625,0.7225,0.6164428000000001,0.54957
10206,106.0,9.107996000000002,10.6,4.8,21.9893120372,12.082260000000002,2.6184,1.5509999999999995,0.64,0.611805,0.52252
447,90.0,14.632,10.0,4.977777777777779,20.2988926326,11.634466666666668,2.8377777777777777,1.7164444444444449,0.7955555555555555,0.4943833333333333,1.09628
3465,163.0,20.362,20.33333333333333,4.666666666666667,46.52035333333333,11.260116666666669,2.73,1.7866666666666668,0.9966666666666668,0.4695766666666667,0.81739
3025,63.0,8.505991999999999,13.6,4.8,29.525338,11.33044,2.774,1.714,0.914,0.496167,1.06276
6489,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.51954
5461,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.74322
2592,113.0,13.9558185,22.5,5.5,49.204038,12.0034,2.165,1.855,0.945,0.47907,1.4486
5727,68.0,4.243996,9.4,4.8,18.78740068,12.082260000000002,2.8280000000000003,1.6310000000000002,0.836,0.486658,0.84161
4999,192.0,38.191,48.0,2.6666666666666665,111.34115,8.869433333333333,2.19,1.955,1.2333333333333334,0.4315125,6.46538
4890,144.0,22.908,36.0,3.5,84.1611,8.71425,1.96,1.91,1.185,0.4587699999999999,7.316
461,250.0,34.18948,12.5,4.8,25.7926972413,11.47577,2.799,1.7574999999999998,0.899,0.490376,1.74944
3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487
2168,86.0,8.841328,14.333333333333336,4.666666666666667,30.61252,11.35495,2.81,1.7633333333333334,0.89,0.4916733333333334,1.03544
7225,36.0,0.8649950000000001,18.0,4.0,37.27215,8.65415,1.99,1.99,1.5,0.48273,0.8527
7445,214.0,34.18948,24.4,4.8,53.441338,11.14446,2.684,1.7200000000000002,0.912,0.476196,4.90209
10329,198.0,13.556992,7.4,3.2,15.69310028,11.64556,2.8240000000000003,1.495,0.782,0.5900399999999999,0.54957
1175,138.0,5.62148,9.23076923076923,4.825,18.476234615384616,11.055876923076925,2.7507692307692304,1.740925,0.8738461538461538,0.4971815384615385,0.85358
376,100.0,8.885992,10.0,4.8,20.2988926326,12.04083,2.755,1.6309999999999998,0.91,0.492719,0.87554
410,144.0,23.348983,27.6,4.3,65.56541800000001,9.65936,2.205,1.9,1.2240000000000002,0.468765,4.52755
8980,126.0,17.59,12.2,4.8,26.385218,11.33182,2.295,1.592,0.8360000000000001,0.4930319999999999,1.04032
8025,100.0,7.558488000000001,9.0,4.8,18.01515585,11.33044,2.805,1.656,0.892,0.4911100000000001,0.8886
1655,146.0,9.44,11.2,4.8,22.521871850000004,10.999625,2.66,1.7574999999999998,0.94,0.4978194999999999,0.82121
3898,46.0,6.697992,10.4,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.81244
2862,72.0,6.88374375,8.0,4.4444444444444455,16.120079066666666,11.683233333333336,2.72,1.5744444444444443,0.7655555555555555,0.5462611111111111,0.8886
5781,93.0,10.209328,12.666666666666664,4.666666666666667,26.621686666666665,11.75455,2.8316666666666666,1.735,0.9166666666666666,0.4865066666666666,0.75585
7243,202.0,22.81264,20.2,6.0,47.3154225304,15.24581,2.58,1.662,0.836,0.460005,2.41982
7212,58.0,4.9568275,19.75,4.5,40.689515,8.12415,1.96,2.015,1.3,0.447985,0.40894
4852,202.0,22.908309000000006,20.2,5.2,47.3154225304,11.46526,2.884,1.7880000000000005,0.946,0.460005,2.95748
8233,42.0,3.443996,8.6,4.8,16.862137999999998,12.59399,2.298,1.592,0.7380000000000001,0.475954,0.36822
5572,58.0,8.109328,17.333333333333332,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4865066666666666,2.16486
8806,108.0,15.26,36.0,3.5,90.2267,8.897,2.216666666666667,1.93,1.1800000000000002,0.4576149999999999,7.66667
274,440.0,46.387964,10.0,4.8478260869565215,20.92187185304348,10.880526086956522,2.735217391304348,1.7006521739130436,0.89,0.4933376086956522,0.86684
2754,30.0,1.7428315,6.0,3.2,11.663548,12.41584,2.518,1.394,0.6639999999999999,0.695602,0.38618
2029,446.0,36.095296000000005,9.911111111111111,5.0,20.052981069333327,11.281455555555556,2.7484444444444445,1.7128888888888891,0.8808888888888889,0.4954477777777778,0.85728
2487,46.0,9.133,23.0,4.0,48.7195,10.2719,2.115,1.905,1.12,0.4776649999999999,2.07755
9915,156.0,26.090000000000003,26.0,4.0,65.56541800000001,11.2603,2.305,1.907,0.9559999999999998,0.467568,3.87311
5804,108.0,9.387328,15.5,4.666666666666667,33.33735333333333,11.252966666666666,2.7533333333333334,1.7516666666666667,0.96,0.4830383333333333,1.92652
2513,6.0,1.741332,6.0,4.0,12.0096,12.0278,1.79,1.46,0.68,0.49954,0.42774
9116,96.0,7.767992,11.6,4.8,24.88692185,11.023840000000002,2.755,1.7400000000000002,0.86,0.4911100000000001,1.00104
6870,112.0,13.053996,22.8,5.2,53.441338,11.90626,2.934,1.656,0.8240000000000001,0.47907,0.45749
